Case Report Date,ZipCode,Frequency
05/23/2020,45224,2
05/23/2020,45225,1
05/23/2020,45227,1
05/23/2020,45230,4
05/23/2020,45231,13
05/23/2020,45233,2
05/23/2020,45236,1
05/23/2020,45239,2
05/23/2020,45240,8
05/23/2020,45241,1
05/23/2020,45242,1
05/23/2020,45243,1
05/23/2020,45246,3
05/23/2020,45247,3
05/23/2020,45248,2
05/23/2020,45249,1
05/23/2020,45251,2
05/24/2020,,1
05/24/2020,45002,1
05/24/2020,45202,2
05/24/2020,45205,2
05/24/2020,45208,1
05/24/2020,45211,3
05/24/2020,45213,2
05/24/2020,45215,1
05/24/2020,45224,3
05/24/2020,45225,1
05/24/2020,45227,1
05/24/2020,45229,1
05/24/2020,45230,3
05/24/2020,45231,4
05/24/2020,45237,1
05/24/2020,45238,2
05/24/2020,45239,2
05/24/2020,45240,4
05/24/2020,45241,1
05/24/2020,45248,1
05/24/2020,45249,1
05/24/2020,45251,3
05/25/2020,45052,1
05/25/2020,45205,3
05/25/2020,45211,6
05/25/2020,45212,1
05/25/2020,45215,1
05/25/2020,45216,1
05/25/2020,45218,1
05/25/2020,45224,1
05/25/2020,45231,4
05/25/2020,45232,1
05/25/2020,45236,1
05/25/2020,45239,1
05/25/2020,45240,3
05/25/2020,45242,2
05/25/2020,45246,3
05/25/2020,45255,1
05/26/2020,45140,1
05/26/2020,45204,1
05/26/2020,45205,4
05/26/2020,45206,1
05/26/2020,45209,1
05/26/2020,45230,7
05/26/2020,45231,1
05/26/2020,45232,1
05/26/2020,45238,6
05/26/2020,45239,3
05/26/2020,45240,4
05/26/2020,45242,5
05/26/2020,45246,3
05/26/2020,45247,1
05/26/2020,45248,1
05/26/2020,45249,1
05/26/2020,45251,3
05/27/2020,45036,1
05/27/2020,45140,1
05/27/2020,45202,1
05/27/2020,45205,4
05/27/2020,45206,1
05/27/2020,45213,1
05/27/2020,45215,1
05/27/2020,45216,4
05/27/2020,45219,1
05/27/2020,45223,1
05/27/2020,45224,1
05/27/2020,45230,1
05/27/2020,45231,1
05/27/2020,45232,1
05/27/2020,45237,1
05/27/2020,45238,1
05/27/2020,45239,1
05/27/2020,45240,1
05/27/2020,45241,4
05/27/2020,45242,2
05/27/2020,45243,1
05/27/2020,45244,1
05/27/2020,45246,4
05/27/2020,45247,1
05/27/2020,45248,1
05/27/2020,45251,2
05/28/2020,45205,6
05/28/2020,45206,1
05/28/2020,45207,1
05/28/2020,45208,1
05/28/2020,45211,2
05/28/2020,45212,1
05/28/2020,45215,2
05/28/2020,45226,1
05/28/2020,45227,1
05/28/2020,45230,3
05/28/2020,45231,5
05/28/2020,45237,3
05/28/2020,45238,2
05/28/2020,45239,4
05/28/2020,45240,5
05/28/2020,45241,1
05/28/2020,45242,1
05/28/2020,45246,3
05/28/2020,45247,1
05/28/2020,45251,1
05/29/2020,45205,2
05/29/2020,45206,2
05/29/2020,45211,3
05/29/2020,45215,1
05/29/2020,45216,1
05/29/2020,45220,3
05/29/2020,45223,1
05/29/2020,45224,1
05/29/2020,45225,1
05/29/2020,45229,1
05/29/2020,45230,1
05/29/2020,45231,1
05/29/2020,45232,2
05/29/2020,45236,1
05/29/2020,45237,2
05/29/2020,45238,1
05/29/2020,45239,1
05/29/2020,45240,4
05/29/2020,45242,2
05/29/2020,45246,2
05/29/2020,45247,1
05/29/2020,45248,1
05/29/2020,45251,2
05/29/2020,45255,1
05/30/2020,43140,1
05/30/2020,45205,2
05/30/2020,45206,1
05/30/2020,45211,1
05/30/2020,45224,1
05/30/2020,45226,1
05/30/2020,45229,1
05/30/2020,45230,2
05/30/2020,45231,5
05/30/2020,45232,1
05/30/2020,45237,1
05/30/2020,45238,2
05/30/2020,45239,2
05/30/2020,45240,1
05/30/2020,45241,1
05/30/2020,45249,1
05/30/2020,45251,1
05/31/2020,,1
05/31/2020,41017,1
05/31/2020,45002,1
05/31/2020,45030,1
05/31/2020,45205,4
05/31/2020,45206,1
05/31/2020,45211,6
05/31/2020,45212,1
05/31/2020,45216,1
05/31/2020,45223,1
05/31/2020,45230,1
05/31/2020,45231,2
05/31/2020,45232,1
05/31/2020,45236,1
05/31/2020,45237,1
05/31/2020,45238,2
05/31/2020,45239,1
05/31/2020,45240,4
05/31/2020,45241,3
05/31/2020,45242,1
05/31/2020,45246,1
05/31/2020,45251,1
06/01/2020,45204,2
06/01/2020,45205,1
06/01/2020,45206,1
06/01/2020,45211,3
06/01/2020,45230,3
06/01/2020,45231,3
06/01/2020,45232,1
06/01/2020,45237,1
06/01/2020,45239,1
06/01/2020,45244,1
06/01/2020,45246,3
06/01/2020,45247,1
06/01/2020,45251,2
06/02/2020,45206,6
06/02/2020,45211,3
06/02/2020,45215,1
06/02/2020,45219,1
06/02/2020,45220,1
06/02/2020,45224,1
06/02/2020,45225,1
06/02/2020,45231,7
06/02/2020,45237,1
06/02/2020,45238,4
06/02/2020,45240,2
06/02/2020,45241,1
06/03/2020,45205,1
06/03/2020,45207,1
06/03/2020,45211,3
06/03/2020,45214,1
06/03/2020,45215,1
06/03/2020,45220,1
06/03/2020,45224,1
06/03/2020,45225,2
06/03/2020,45227,1
06/03/2020,45230,2
06/03/2020,45231,1
06/03/2020,45233,1
06/03/2020,45238,2
06/03/2020,45240,2
06/03/2020,45244,1
06/03/2020,45246,1
06/03/2020,45251,1
06/03/2020,45255,1
06/04/2020,43110,1
06/04/2020,45202,3
06/04/2020,45205,1
06/04/2020,45207,1
06/04/2020,45209,2
06/04/2020,45211,9
06/04/2020,45216,1
06/04/2020,45230,3
06/04/2020,45231,2
06/04/2020,45237,1
06/04/2020,45238,3
06/04/2020,45240,1
06/04/2020,45241,1
06/04/2020,45242,3
06/04/2020,45246,2
06/04/2020,45247,1
06/04/2020,45255,2
06/05/2020,45002,1
06/05/2020,45202,1
06/05/2020,45203,1
06/05/2020,45204,1
06/05/2020,45205,2
06/05/2020,45207,1
06/05/2020,45209,1
06/05/2020,45211,1
06/05/2020,45212,1
06/05/2020,45213,1
06/05/2020,45214,1
06/05/2020,45219,1
06/05/2020,45220,2
06/05/2020,45231,5
06/05/2020,45233,2
06/05/2020,45236,1
06/05/2020,45238,1
06/05/2020,45239,4
06/05/2020,45240,2
06/05/2020,45243,1
06/05/2020,45244,1
06/05/2020,45246,1
06/05/2020,45248,1
06/05/2020,45251,1
06/05/2020,45255,3
06/06/2020,45002,1
06/06/2020,45030,1
06/06/2020,45205,1
06/06/2020,45206,1
06/06/2020,45212,1
06/06/2020,45215,1
06/06/2020,45217,1
06/06/2020,45219,2
06/06/2020,45224,2
06/06/2020,45227,1
06/06/2020,45229,1
06/06/2020,45230,1
06/06/2020,45231,2
06/06/2020,45232,1
06/06/2020,45233,1
06/06/2020,45238,1
06/06/2020,45239,2
06/06/2020,45240,2
06/06/2020,45241,1
06/06/2020,45248,1
06/06/2020,45251,1
06/06/2020,45252,1
06/07/2020,45140,1
06/07/2020,45208,1
06/07/2020,45209,1
06/07/2020,45212,1
06/07/2020,45216,1
06/07/2020,45219,1
06/07/2020,45220,1
06/07/2020,45223,1
06/07/2020,45230,1
06/07/2020,45231,2
06/07/2020,45233,1
06/07/2020,45238,1
06/07/2020,45239,5
06/07/2020,45240,5
06/07/2020,45241,3
06/07/2020,45246,1
06/07/2020,45251,1
06/08/2020,45202,2
06/08/2020,45207,1
06/08/2020,45211,2
06/08/2020,45213,1
06/08/2020,45215,1
06/08/2020,45227,1
06/08/2020,45230,1
06/08/2020,45231,5
06/08/2020,45232,1
06/08/2020,45233,2
06/08/2020,45237,1
06/08/2020,45238,2
06/08/2020,45239,1
06/08/2020,45240,4
06/08/2020,45243,1
06/08/2020,45251,1
06/08/2020,45255,2
06/09/2020,45001,1
06/09/2020,45205,3
06/09/2020,45206,2
06/09/2020,45211,7
06/09/2020,45215,1
06/09/2020,45216,1
06/09/2020,45219,1
06/09/2020,45220,1
06/09/2020,45224,3
06/09/2020,45227,2
06/09/2020,45229,1
06/09/2020,45231,5
06/09/2020,45233,1
06/09/2020,45238,1
06/09/2020,45239,1
06/09/2020,45240,3
06/09/2020,45247,1
06/09/2020,45249,1
06/09/2020,45255,1
06/10/2020,45203,1
06/10/2020,45211,4
06/10/2020,45214,1
06/10/2020,45215,1
06/10/2020,45216,1
06/10/2020,45219,1
06/10/2020,45223,6
06/10/2020,45224,2
06/10/2020,45225,2
06/10/2020,45227,1
06/10/2020,45229,1
06/10/2020,45230,1
06/10/2020,45231,5
06/10/2020,45233,2
06/10/2020,45236,1
06/10/2020,45237,2
06/10/2020,45238,2
06/10/2020,45239,5
06/10/2020,45240,4
06/10/2020,45241,1
06/10/2020,45242,1
06/10/2020,45244,1
06/10/2020,45246,2
06/10/2020,45251,4
06/10/2020,45255,2
06/11/2020,,1
06/11/2020,45002,1
06/11/2020,45202,2
06/11/2020,45205,1
06/11/2020,45207,1
06/11/2020,45208,4
06/11/2020,45211,3
06/11/2020,45212,1
06/11/2020,45214,1
06/11/2020,45215,2
06/11/2020,45219,2
06/11/2020,45220,1
06/11/2020,45223,7
06/11/2020,45224,3
06/11/2020,45225,2
06/11/2020,45227,2
06/11/2020,45229,1
06/11/2020,45231,4
06/11/2020,45233,1
06/11/2020,45236,1
06/11/2020,45237,1
06/11/2020,45238,3
06/11/2020,45239,3
06/11/2020,45240,3
06/11/2020,45244,1
06/11/2020,45247,2
06/11/2020,45248,2
06/11/2020,45249,1
06/11/2020,45252,1
06/12/2020,,1
06/12/2020,45202,1
06/12/2020,45203,1
06/12/2020,45204,1
06/12/2020,45205,1
06/12/2020,45206,2
06/12/2020,45207,1
06/12/2020,45209,1
06/12/2020,45211,3
06/12/2020,45212,1
06/12/2020,45213,1
06/12/2020,45215,3
06/12/2020,45223,2
06/12/2020,45224,3
06/12/2020,45225,1
06/12/2020,45227,1
06/12/2020,45229,2
06/12/2020,45231,8
06/12/2020,45232,4
06/12/2020,45236,2
06/12/2020,45238,1
06/12/2020,45239,2
06/12/2020,45240,2
06/12/2020,45246,4
06/12/2020,45249,1
06/12/2020,45251,4
06/13/2020,45002,1
06/13/2020,45030,1
06/13/2020,45140,1
06/13/2020,45205,1
06/13/2020,45207,1
06/13/2020,45209,1
06/13/2020,45211,6
06/13/2020,45212,2
06/13/2020,45213,1
06/13/2020,45214,2
06/13/2020,45215,2
06/13/2020,45219,1
06/13/2020,45223,2
06/13/2020,45224,3
06/13/2020,45225,2
06/13/2020,45227,1
06/13/2020,45229,1
06/13/2020,45230,1
06/13/2020,45231,5
06/13/2020,45236,1
06/13/2020,45237,1
06/13/2020,45238,1
06/13/2020,45240,10
06/13/2020,45241,1
06/13/2020,45244,1
06/13/2020,45246,2
06/13/2020,45247,2
06/13/2020,45251,2
06/13/2020,45252,1
06/14/2020,45002,1
06/14/2020,45202,1
06/14/2020,45203,1
06/14/2020,45205,2
06/14/2020,45207,2
06/14/2020,45211,6
06/14/2020,45212,1
06/14/2020,45215,4
06/14/2020,45216,1
06/14/2020,45217,2
06/14/2020,45219,2
06/14/2020,45224,2
06/14/2020,45227,1
06/14/2020,45231,6
06/14/2020,45237,3
06/14/2020,45238,4
06/14/2020,45239,5
06/14/2020,45240,5
06/14/2020,45251,2
06/15/2020,45030,1
06/15/2020,45140,1
06/15/2020,45207,2
06/15/2020,45211,1
06/15/2020,45212,1
06/15/2020,45214,4
06/15/2020,45215,3
06/15/2020,45216,1
06/15/2020,45218,1
06/15/2020,45224,3
06/15/2020,45225,1
06/15/2020,45227,1
06/15/2020,45231,5
06/15/2020,45232,1
06/15/2020,45236,2
06/15/2020,45237,1
06/15/2020,45238,3
06/15/2020,45239,2
06/15/2020,45240,5
06/15/2020,45243,2
06/15/2020,45246,4
06/15/2020,45247,1
06/15/2020,45248,1
06/15/2020,45251,3
06/16/2020,45202,3
06/16/2020,45204,1
06/16/2020,45205,3
06/16/2020,45206,2
06/16/2020,45207,1
06/16/2020,45209,1
06/16/2020,45211,7
06/16/2020,45213,2
06/16/2020,45214,3
06/16/2020,45215,3
06/16/2020,45216,3
06/16/2020,45217,3
06/16/2020,45219,3
06/16/2020,45220,1
06/16/2020,45223,2
06/16/2020,45224,2
06/16/2020,45227,2
06/16/2020,45229,3
06/16/2020,45230,3
06/16/2020,45231,7
06/16/2020,45232,3
06/16/2020,45237,6
06/16/2020,45238,3
06/16/2020,45239,2
06/16/2020,45240,5
06/16/2020,45244,1
06/16/2020,45246,3
06/16/2020,45251,2
06/17/2020,45030,2
06/17/2020,45202,4
06/17/2020,45203,2
06/17/2020,45204,2
06/17/2020,45205,2
06/17/2020,45206,2
06/17/2020,45207,2
06/17/2020,45208,1
06/17/2020,45211,6
06/17/2020,45212,3
06/17/2020,45213,1
06/17/2020,45214,2
06/17/2020,45215,9
06/17/2020,45216,2
06/17/2020,45217,1
06/17/2020,45219,3
06/17/2020,45221,1
06/17/2020,45223,1
06/17/2020,45224,9
06/17/2020,45225,1
06/17/2020,45227,1
06/17/2020,45231,16
06/17/2020,45232,1
06/17/2020,45237,6
06/17/2020,45238,7
06/17/2020,45239,6
06/17/2020,45240,10
06/17/2020,45241,2
06/17/2020,45242,1
06/17/2020,45246,4
06/17/2020,45247,2
06/17/2020,45251,2
06/17/2020,45255,1
06/18/2020,45202,2
06/18/2020,45203,4
06/18/2020,45205,8
06/18/2020,45206,1
06/18/2020,45207,1
06/18/2020,45211,13
06/18/2020,45212,2
06/18/2020,45213,1
06/18/2020,45214,3
06/18/2020,45215,3
06/18/2020,45216,2
06/18/2020,45217,2
06/18/2020,45218,2
06/18/2020,45220,1
06/18/2020,45223,3
06/18/2020,45224,8
06/18/2020,45229,6
06/18/2020,45230,1
06/18/2020,45231,19
06/18/2020,45232,2
06/18/2020,45236,2
06/18/2020,45237,5
06/18/2020,45238,8
06/18/2020,45239,5
06/18/2020,45240,14
06/18/2020,45241,1
06/18/2020,45242,2
06/18/2020,45246,5
06/18/2020,45247,1
06/18/2020,45251,2
06/19/2020,45002,1
06/19/2020,45174,1
06/19/2020,45202,5
06/19/2020,45205,1
06/19/2020,45206,3
06/19/2020,45207,1
06/19/2020,45211,12
06/19/2020,45212,2
06/19/2020,45213,1
06/19/2020,45214,2
06/19/2020,45215,4
06/19/2020,45216,2
06/19/2020,45217,3
06/19/2020,45219,2
06/19/2020,45220,3
06/19/2020,45221,2
06/19/2020,45224,3
06/19/2020,45225,1
06/19/2020,45227,2
06/19/2020,45229,3
06/19/2020,45230,1
06/19/2020,45231,18
06/19/2020,45233,1
06/19/2020,45236,3
06/19/2020,45237,4
06/19/2020,45238,8
06/19/2020,45239,9
06/19/2020,45240,4
06/19/2020,45242,2
06/19/2020,45246,2
06/19/2020,45247,1
06/19/2020,45248,1
06/19/2020,45249,1
06/19/2020,45251,6
06/19/2020,45255,2
06/20/2020,45002,1
06/20/2020,45030,2
06/20/2020,45140,2
06/20/2020,45202,1
06/20/2020,45206,1
06/20/2020,45207,2
06/20/2020,45208,1
06/20/2020,45211,5
06/20/2020,45213,4
06/20/2020,45214,2
06/20/2020,45215,2
06/20/2020,45216,2
06/20/2020,45219,1
06/20/2020,45221,1
06/20/2020,45223,2
06/20/2020,45224,5
06/20/2020,45225,2
06/20/2020,45227,2
06/20/2020,45229,8
06/20/2020,45230,2
06/20/2020,45231,9
06/20/2020,45232,1
06/20/2020,45236,3
06/20/2020,45237,1
06/20/2020,45238,3
06/20/2020,45239,7
06/20/2020,45240,7
06/20/2020,45246,5
06/20/2020,45247,4
06/20/2020,45248,2
06/20/2020,45251,5
06/21/2020,45002,1
06/21/2020,45140,1
06/21/2020,45202,3
06/21/2020,45205,9
06/21/2020,45206,1
06/21/2020,45207,1
06/21/2020,45211,5
06/21/2020,45212,1
06/21/2020,45213,1
06/21/2020,45215,6
06/21/2020,45216,3
06/21/2020,45219,3
06/21/2020,45220,2
06/21/2020,45223,4
06/21/2020,45224,3
06/21/2020,45225,2
06/21/2020,45227,6
06/21/2020,45229,4
06/21/2020,45230,1
06/21/2020,45231,20
06/21/2020,45232,1
06/21/2020,45236,2
06/21/2020,45237,8
06/21/2020,45238,7
06/21/2020,45239,6
06/21/2020,45240,7
06/21/2020,45241,1
06/21/2020,45242,2
06/21/2020,45246,2
06/21/2020,45247,2
06/21/2020,45248,1
06/21/2020,45250,1
06/21/2020,45251,2
06/22/2020,45030,1
06/22/2020,45050,1
06/22/2020,45174,1
06/22/2020,45204,1
06/22/2020,45205,4
06/22/2020,45206,2
06/22/2020,45207,1
06/22/2020,45208,2
06/22/2020,45209,2
06/22/2020,45211,10
06/22/2020,45212,3
06/22/2020,45213,1
06/22/2020,45214,2
06/22/2020,45215,6
06/22/2020,45216,4
06/22/2020,45217,5
06/22/2020,45218,1
06/22/2020,45219,3
06/22/2020,45223,3
06/22/2020,45224,2
06/22/2020,45225,1
06/22/2020,45227,2
06/22/2020,45229,2
06/22/2020,45231,13
06/22/2020,45236,2
06/22/2020,45237,12
06/22/2020,45238,4
06/22/2020,45239,3
06/22/2020,45240,14
06/22/2020,45242,2
06/22/2020,45243,1
06/22/2020,45246,3
06/22/2020,45248,3
06/22/2020,45251,5
06/22/2020,45255,1
06/23/2020,45030,2
06/23/2020,45202,4
06/23/2020,45204,1
06/23/2020,45205,4
06/23/2020,45211,18
06/23/2020,45212,3
06/23/2020,45213,1
06/23/2020,45214,3
06/23/2020,45215,5
06/23/2020,45216,2
06/23/2020,45217,2
06/23/2020,45220,1
06/23/2020,45223,3
06/23/2020,45224,4
06/23/2020,45225,4
06/23/2020,45227,1
06/23/2020,45229,4
06/23/2020,45230,3
06/23/2020,45231,8
06/23/2020,45233,2
06/23/2020,45237,7
06/23/2020,45238,6
06/23/2020,45239,6
06/23/2020,45240,6
06/23/2020,45244,1
06/23/2020,45246,4
06/23/2020,45249,2
06/23/2020,45251,3
06/24/2020,,1
06/24/2020,45052,1
06/24/2020,45174,1
06/24/2020,45202,2
06/24/2020,45204,2
06/24/2020,45205,1
06/24/2020,45206,2
06/24/2020,45208,2
06/24/2020,45209,1
06/24/2020,45211,16
06/24/2020,45212,1
06/24/2020,45213,2
06/24/2020,45214,1
06/24/2020,45215,4
06/24/2020,45216,2
06/24/2020,45217,1
06/24/2020,45218,1
06/24/2020,45219,1
06/24/2020,45223,5
06/24/2020,45224,7
06/24/2020,45225,2
06/24/2020,45227,2
06/24/2020,45229,2
06/24/2020,45230,2
06/24/2020,45231,14
06/24/2020,45232,2
06/24/2020,45233,2
06/24/2020,45236,1
06/24/2020,45237,9
06/24/2020,45238,8
06/24/2020,45239,6
06/24/2020,45240,9
06/24/2020,45242,1
06/24/2020,45246,1
06/24/2020,45247,2
06/24/2020,45248,1
06/24/2020,45251,4
06/24/2020,45252,1
06/25/2020,8721,1
06/25/2020,45002,1
06/25/2020,45030,2
06/25/2020,45202,2
06/25/2020,45203,1
06/25/2020,45204,3
06/25/2020,45205,8
06/25/2020,45206,1
06/25/2020,45207,1
06/25/2020,45209,2
06/25/2020,45211,12
06/25/2020,45212,6
06/25/2020,45213,2
06/25/2020,45214,4
06/25/2020,45215,8
06/25/2020,45216,3
06/25/2020,45217,5
06/25/2020,45219,3
06/25/2020,45220,1
06/25/2020,45223,1
06/25/2020,45224,5
06/25/2020,45225,3
06/25/2020,45227,3
06/25/2020,45229,6
06/25/2020,45230,7
06/25/2020,45231,18
06/25/2020,45232,1
06/25/2020,45233,1
06/25/2020,45236,3
06/25/2020,45237,11
06/25/2020,45238,11
06/25/2020,45239,11
06/25/2020,45240,12
06/25/2020,45241,1
06/25/2020,45242,2
06/25/2020,45244,1
06/25/2020,45246,8
06/25/2020,45247,1
06/25/2020,45249,1
06/25/2020,45251,7
06/25/2020,45252,2
06/25/2020,45255,2
06/26/2020,32836,1
06/26/2020,45002,1
06/26/2020,45202,2
06/26/2020,45203,1
06/26/2020,45204,3
06/26/2020,45205,2
06/26/2020,45206,1
06/26/2020,45207,4
06/26/2020,45209,1
06/26/2020,45211,9
06/26/2020,45212,3
06/26/2020,45213,4
06/26/2020,45214,1
06/26/2020,45215,10
06/26/2020,45216,2
06/26/2020,45217,1
06/26/2020,45219,3
06/26/2020,45224,5
06/26/2020,45225,2
06/26/2020,45227,1
06/26/2020,45229,2
06/26/2020,45230,2
06/26/2020,45231,15
06/26/2020,45232,1
06/26/2020,45233,1
06/26/2020,45237,11
06/26/2020,45238,11
06/26/2020,45239,10
06/26/2020,45240,18
06/26/2020,45241,4
06/26/2020,45242,3
06/26/2020,45243,1
06/26/2020,45247,5
06/26/2020,45249,2
06/26/2020,45251,6
06/27/2020,,1
06/27/2020,45002,2
06/27/2020,45202,2
06/27/2020,45205,1
06/27/2020,45206,1
06/27/2020,45207,2
06/27/2020,45209,2
06/27/2020,45211,14
06/27/2020,45212,2
06/27/2020,45213,4
06/27/2020,45214,3
06/27/2020,45215,5
06/27/2020,45216,2
06/27/2020,45217,2
06/27/2020,45220,1
06/27/2020,45223,2
06/27/2020,45224,6
06/27/2020,45225,8
06/27/2020,45226,1
06/27/2020,45229,4
06/27/2020,45230,4
06/27/2020,45231,11
06/27/2020,45232,1
06/27/2020,45233,2
06/27/2020,45237,10
06/27/2020,45238,13
06/27/2020,45239,10
06/27/2020,45240,10
06/27/2020,45241,2
06/27/2020,45242,1
06/27/2020,45246,7
06/27/2020,45247,3
06/27/2020,45248,3
06/27/2020,45251,3
06/28/2020,45140,1
06/28/2020,45202,6
06/28/2020,45205,3
06/28/2020,45206,2
06/28/2020,45207,2
06/28/2020,45211,1
06/28/2020,45212,2
06/28/2020,45215,5
06/28/2020,45217,1
06/28/2020,45219,1
06/28/2020,45220,4
06/28/2020,45223,4
06/28/2020,45224,6
06/28/2020,45225,6
06/28/2020,45227,1
06/28/2020,45229,4
06/28/2020,45231,11
06/28/2020,45236,3
06/28/2020,45237,4
06/28/2020,45238,3
06/28/2020,45239,1
06/28/2020,45240,9
06/28/2020,45241,3
06/28/2020,45242,3
06/28/2020,45244,1
06/28/2020,45246,3
06/28/2020,45247,1
06/28/2020,45248,3
06/28/2020,45251,5
06/28/2020,45255,1
06/29/2020,45202,4
06/29/2020,45203,2
06/29/2020,45204,1
06/29/2020,45205,8
06/29/2020,45206,2
06/29/2020,45207,3
06/29/2020,45209,3
06/29/2020,45211,7
06/29/2020,45212,1
06/29/2020,45213,1
06/29/2020,45215,5
06/29/2020,45216,2
06/29/2020,45217,6
06/29/2020,45220,1
06/29/2020,45223,3
06/29/2020,45224,9
06/29/2020,45225,1
06/29/2020,45227,3
06/29/2020,45229,4
06/29/2020,45230,3
06/29/2020,45231,15
06/29/2020,45232,1
06/29/2020,45233,1
06/29/2020,45237,2
06/29/2020,45238,3
06/29/2020,45239,4
06/29/2020,45240,10
06/29/2020,45242,3
06/29/2020,45244,1
06/29/2020,45246,4
06/29/2020,45247,4
06/29/2020,45248,2
06/29/2020,45251,2
06/29/2020,45252,1
06/29/2020,45255,1
06/30/2020,45002,3
06/30/2020,45030,1
06/30/2020,45140,1
06/30/2020,45174,1
06/30/2020,45202,9
06/30/2020,45203,1
06/30/2020,45204,3
06/30/2020,45205,5
06/30/2020,45206,2
06/30/2020,45207,1
06/30/2020,45208,3
06/30/2020,45209,3
06/30/2020,45211,19
06/30/2020,45212,5
06/30/2020,45213,8
06/30/2020,45214,1
06/30/2020,45215,11
06/30/2020,45216,3
06/30/2020,45217,1
06/30/2020,45219,5
06/30/2020,45220,3
06/30/2020,45223,3
06/30/2020,45224,8
06/30/2020,45225,3
06/30/2020,45227,5
06/30/2020,45229,7
06/30/2020,45230,4
06/30/2020,45231,15
06/30/2020,45232,4
06/30/2020,45233,5
06/30/2020,45236,3
06/30/2020,45237,7
06/30/2020,45238,8
06/30/2020,45239,10
06/30/2020,45240,8
06/30/2020,45241,1
06/30/2020,45242,5
06/30/2020,45243,1
06/30/2020,45244,2
06/30/2020,45246,3
06/30/2020,45247,1
06/30/2020,45248,1
06/30/2020,45249,1
06/30/2020,45251,9
06/30/2020,45252,1
06/30/2020,45255,2
07/01/2020,7030,1
07/01/2020,45002,3
07/01/2020,45030,2
07/01/2020,45052,3
07/01/2020,45140,2
07/01/2020,45202,13
07/01/2020,45203,2
07/01/2020,45204,1
07/01/2020,45205,6
07/01/2020,45206,4
07/01/2020,45207,3
07/01/2020,45208,2
07/01/2020,45209,1
07/01/2020,45211,11
07/01/2020,45212,1
07/01/2020,45213,1
07/01/2020,45214,2
07/01/2020,45215,11
07/01/2020,45217,1
07/01/2020,45219,3
07/01/2020,45220,1
07/01/2020,45223,5
07/01/2020,45224,7
07/01/2020,45225,3
07/01/2020,45226,1
07/01/2020,45227,1
07/01/2020,45229,2
07/01/2020,45231,13
07/01/2020,45232,1
07/01/2020,45233,3
07/01/2020,45237,8
07/01/2020,45238,10
07/01/2020,45239,20
07/01/2020,45240,13
07/01/2020,45242,2
07/01/2020,45246,1
07/01/2020,45247,3
07/01/2020,45248,3
07/01/2020,45251,6
07/01/2020,45252,3
07/01/2020,45255,1
07/02/2020,,1
07/02/2020,45002,5
07/02/2020,45030,1
07/02/2020,45052,4
07/02/2020,45202,6
07/02/2020,45203,1
07/02/2020,45204,2
07/02/2020,45205,3
07/02/2020,45207,2
07/02/2020,45208,3
07/02/2020,45211,10
07/02/2020,45212,7
07/02/2020,45214,1
07/02/2020,45215,7
07/02/2020,45216,2
07/02/2020,45217,2
07/02/2020,45219,1
07/02/2020,45220,2
07/02/2020,45221,1
07/02/2020,45223,2
07/02/2020,45224,5
07/02/2020,45225,1
07/02/2020,45227,1
07/02/2020,45229,4
07/02/2020,45230,1
07/02/2020,45231,12
07/02/2020,45233,9
07/02/2020,45236,3
07/02/2020,45237,7
07/02/2020,45238,12
07/02/2020,45239,12
07/02/2020,45240,10
07/02/2020,45241,1
07/02/2020,45242,3
07/02/2020,45244,1
07/02/2020,45246,1
07/02/2020,45247,8
07/02/2020,45248,4
07/02/2020,45249,1
07/02/2020,45251,13
07/02/2020,45252,1
07/02/2020,45255,1
07/03/2020,,1
07/03/2020,45002,1
07/03/2020,45030,4
07/03/2020,45140,2
07/03/2020,45202,7
07/03/2020,45205,3
07/03/2020,45206,3
07/03/2020,45208,1
07/03/2020,45209,3
07/03/2020,45211,13
07/03/2020,45212,7
07/03/2020,45213,2
07/03/2020,45214,3
07/03/2020,45215,4
07/03/2020,45216,3
07/03/2020,45217,2
07/03/2020,45219,4
07/03/2020,45220,2
07/03/2020,45223,5
07/03/2020,45224,9
07/03/2020,45225,2
07/03/2020,45226,2
07/03/2020,45227,4
07/03/2020,45229,1
07/03/2020,45230,4
07/03/2020,45231,15
07/03/2020,45232,4
07/03/2020,45233,1
07/03/2020,45236,3
07/03/2020,45237,11
07/03/2020,45238,11
07/03/2020,45239,17
07/03/2020,45240,12
07/03/2020,45241,1
07/03/2020,45242,3
07/03/2020,45244,1
07/03/2020,45246,1
07/03/2020,45247,4
07/03/2020,45248,2
07/03/2020,45249,1
07/03/2020,45251,3
07/03/2020,45252,1
07/03/2020,45255,2
07/04/2020,,2
07/04/2020,45002,5
07/04/2020,45039,1
07/04/2020,45202,10
07/04/2020,45204,1
07/04/2020,45205,6
07/04/2020,45206,3
07/04/2020,45207,1
07/04/2020,45208,2
07/04/2020,45211,10
07/04/2020,45212,3
07/04/2020,45213,1
07/04/2020,45215,2
07/04/2020,45219,1
07/04/2020,45220,1
07/04/2020,45223,5
07/04/2020,45224,6
07/04/2020,45225,2
07/04/2020,45227,2
07/04/2020,45229,2
07/04/2020,45230,4
07/04/2020,45231,14
07/04/2020,45232,2
07/04/2020,45233,2
07/04/2020,45236,3
07/04/2020,45237,7
07/04/2020,45238,9
07/04/2020,45239,8
07/04/2020,45240,15
07/04/2020,45241,2
07/04/2020,45242,3
07/04/2020,45243,1
07/04/2020,45246,2
07/04/2020,45247,4
